audit_group,bucket,method,l2_key,scene_frame,l2_item,family,question_index,question_id,question,answer,predicted,image_path,auto_valid_failure,auto_issue_type,auto_confidence,auto_notes,manual_valid_failure,manual_issue_type,manual_notes
shared_l2_089,shared_l2_advtest,advtest,scene-0104_frame20::car4|car6|pedestrian7,scene-0104_frame20,car4|car6|pedestrian7,converge,915,94,"Identify the car located to the back of car4 and to the back of motorcycle1, and to the back right of car1, and to the back of pedestrian7.",car6,"The car is located to the back of car4 and to the back of motorcycle1, and to the back right of car1, and to the back of pedestrian7.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_089,shared_l2_random,random,scene-0104_frame20::car4|car6|pedestrian7,scene-0104_frame20,car4|car6|pedestrian7,converge,949,130,"Which car can be found to the back of car4 and to the back right of pedestrian3, and to the back right of car1, and to the back of pedestrian7?",car6,"The car that can be found to the back of car4 and to the back right of pedestrian3, and to the back right of car1, and to the back of pedestrian7 is car2.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_090,shared_l2_advtest,advtest,scene-0018_frame39::pedestrian11|pedestrian9|pedestrian7,scene-0018_frame39,pedestrian11|pedestrian9|pedestrian7,converge,88,84,"Identify the pedestrian located to the back left of pedestrian10 and to the front of pedestrian7, and to the back left of pedestrian11.",pedestrian9,"The pedestrian is located to the back left of pedestrian10 and to the front of pedestrian7, and to the back left of pedestrian11.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_090,shared_l2_random,random,scene-0018_frame39::pedestrian11|pedestrian9|pedestrian7,scene-0018_frame39,pedestrian11|pedestrian9|pedestrian7,converge,76,84,"Identify the pedestrian located to the back left of pedestrian10 and to the front of pedestrian7, and to the back left of pedestrian11.",pedestrian9,"The pedestrian is located to the back left of pedestrian10 and to the front of pedestrian7, and to the back left of pedestrian11.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_091,shared_l2_advtest,advtest,scene-0097_frame37::car2|pedestrian3|pedestrian8,scene-0097_frame37,car2|pedestrian3|pedestrian8,converge,519,44,"Which pedestrian can be found to the back left of car2 and to the back left of pedestrian2, and to the back right of pedestrian8?",pedestrian3,"The pedestrian in the back left of car2 and to the back left of pedestrian2, and to the back right of pedestrian8 is a man.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame37_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_091,shared_l2_random,random,scene-0097_frame37::car2|pedestrian3|pedestrian8,scene-0097_frame37,car2|pedestrian3|pedestrian8,converge,526,130,"Which pedestrian can be found to the back left of car2 and to the back left of truck2, and to the back right of pedestrian8?",pedestrian3,"The pedestrian in the back left of car2 and to the back left of truck2, and to the back right of pedestrian8 is a man.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame37_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_092,shared_l2_advtest,advtest,scene-0018_frame39::ego|barrier8|pedestrian8,scene-0018_frame39,ego|barrier8|pedestrian8,converge,68,70,"What barrier is positioned to the front right of ego and also to the front right of pedestrian8, and to the back of pedestrian4?",barrier8,"A metal fence is positioned to the front right of ego and also to the front right of pedestrian8, and to the back of pedestrian4.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_092,shared_l2_random,random,scene-0018_frame39::ego|barrier8|pedestrian8,scene-0018_frame39,ego|barrier8|pedestrian8,converge,73,70,"What barrier is positioned to the front right of ego and also to the front right of pedestrian8, and to the back of pedestrian4?",barrier8,"A metal fence is positioned to the front right of ego and also to the front right of pedestrian8, and to the back of pedestrian4.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_093,shared_l2_advtest,advtest,scene-0104_frame3::car15|car6|car20,scene-0104_frame3,car15|car6|car20,converge,970,38,"There is a car to the back of car20 and to the back of pedestrian8, and to the front left of car9, and to the front right of car15; what is it?",car6,The car in question is a white van.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame3_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_093,shared_l2_random,random,scene-0104_frame3::car15|car6|car20,scene-0104_frame3,car15|car6|car20,converge,976,38,"There is a car to the back of car20 and to the back of pedestrian8, and to the front left of car9, and to the front right of car15; what is it?",car6,The car in question is a white van.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame3_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_094,shared_l2_advtest,advtest,scene-0035_frame39::car3|pedestrian6|pedestrian1,scene-0035_frame39,car3|pedestrian6|pedestrian1,converge,168,105,"Which pedestrian can be found to the front right of ego and to the front of pedestrian1, and to the front right of car3?",pedestrian6,"The pedestrian can be found to the front right of ego and to the front of pedestrian1, and to the front right of car3.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_094,shared_l2_random,random,scene-0035_frame39::car3|pedestrian6|pedestrian1,scene-0035_frame39,car3|pedestrian6|pedestrian1,converge,189,105,"Which pedestrian can be found to the front right of ego and to the front of pedestrian1, and to the front right of car3?",pedestrian6,"The pedestrian can be found to the front right of ego and to the front of pedestrian1, and to the front right of car3.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_095,shared_l2_advtest,advtest,scene-0099_frame8::car20|car3|truck1,scene-0099_frame8,car20|car3|truck1,converge,651,12,"Identify the car located to the front of car20 and to the front of car8, and to the back left of truck1, and to the back of car12, and to the front of car7.",car3,"The car is located to the front of car20 and to the front of car8, and to the back left of truck1, and to the back of car12, and to the front of car7.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame8_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_095,shared_l2_random,random,scene-0099_frame8::car20|car3|truck1,scene-0099_frame8,car20|car3|truck1,converge,676,12,"Identify the car located to the front of car20 and to the front of car8, and to the back left of truck1, and to the back of car12, and to the front of car7.",car3,"The car is located to the front of car20 and to the front of car8, and to the back left of truck1, and to the back of car12, and to the front of car7.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame8_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_096,shared_l2_advtest,advtest,scene-0092_frame20::car10|car4|car5,scene-0092_frame20,car10|car4|car5,converge,309,6,"There is a car to the front of car5 and to the back of car8, and to the front of car10, and to the back of car7; what is it?",car4,The car is a white truck.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame20_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
